,version,precio,combustible,CV,km,lugar,año,link,modelo,marca
3398,                 Jaguar F-Pace  2.0i4D Prestige Aut.             ,32.182, Diesel, 180 cv,                 40.802               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-f-pace-20i4d-prestige-aut-awd-180-en-madrid.htm?id=6785544,F-Pace,Jaguar
3399,                 Kia Ceed  1.0 T-GDI             ,15.37, Gasolina, 120 cv,                 13.712               ,                  Toledo             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-kia-ceed-10-t-gdi-eco-dynamics-drive-120-en-toledo.htm?id=6785382,Ceed,Kia
3400,                 Citroen C3  BlueHDi Feel 120             ,13.9, Diesel, 120 cv,                 46.500               ,                  Vizcaya             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-bluehdi-feel-120-en-vizcaya.htm?id=6780554,C3,Citroen
3401,                 Nissan Qashqai  1.3 DIG-T mHEV 12V             ,31.6, Gasolina, 158 cv,                 1.850               ,                  Cantabria             ,2022,https://www.coches.com/km0/seminuevo-nissan-qashqai-13-dig-t-mhev-12v-tekna-4x2-aut-116kw-en-cantabria.htm?id=6780072,Qashqai,Nissan
3402,                 Audi A8  L 55 TFSI quattro             ,48.0, Gasolina, 340 cv,                 121.085               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-audi-a8-l-55-tfsi-quattro-tiptronic-en-madrid.htm?id=6779946,A8,Audi
3403,                 Seat León  1.5 TSI S&S Style             ,19.89, Gasolina, 130 cv,                 18.245               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tsi-s_s-style-130-en-madrid.htm?id=6779756,León,Seat
3404,                 Seat León  1.0 TSI S&S Style 110             ,18.39, Gasolina, 110 cv,                 19.146               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-10-tsi-s_s-style-110-en-madrid.htm?id=6779684,León,Seat
3405,                 Audi Q3  2.0TDI 110kW             ,22.849, Diesel, 150 cv,                 76.000               ,                  Madrid             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-audi-q3-20tdi-110kw-en-madrid.htm?id=6779542,Q3,Audi
3406,                 Renault Clio  E-TECH Híbrido             ,18.45, Híbrido, 140 cv,                 18.296               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-renault-clio-e-tech-hibrido-intens-103kw-en-madrid.htm?id=6779030,Clio,Renault
3407,                 Jeep Renegade  1.6Mjt Opening             ,14.533, Diesel, 120 cv,                 101.895               ,                  Madrid             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-jeep-renegade-16mjt-opening-edition-4x2-88kw-en-madrid.htm?id=6778850,Renegade,Jeep
3408,                 Toyota Auris  120T Active             ,11.59, Gasolina, 116 cv,                 84.017               ,                  Madrid             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-toyota-auris-120t-active-en-madrid.htm?id=6778684,Auris,Toyota
3409,                 Mercedes Clase GLE 250d 4Matic Aut.             ,31.99, Diesel, 204 cv,                 144.336               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+gle-gle-250d-4matic-aut-en-madrid.htm?id=6778682,Clase,Mercedes
3410,                 Mercedes Clase A 180d 7G-DCT             ,22.95, Diesel, 116 cv,                 89.000               ,                  Sevilla             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-180d-7g-dct-en-sevilla.htm?id=6778638,Clase,Mercedes
3411,                 Audi Q2  1.0 TFSI Design             ,18.79, Gasolina, 116 cv,                 31.486               ,                  Madrid             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-audi-q2-10-tfsi-design-edition-85kw-en-madrid.htm?id=6778634,Q2,Audi
3412,                 Kia Sportage  1.6 CRDi Business             ,19.19, Diesel, 136 cv,                 33.292               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-crdi-business-4x2-136-en-madrid.htm?id=6778612,Sportage,Kia
3413,                 Seat Ateca  2.0TDI CR S&S Style             ,24.4, Diesel, 150 cv,                 27.609               ,                  Guadalajara             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-ateca-20tdi-cr-s_s-style-dsg-150-en-guadalajara.htm?id=6778524,Ateca,Seat
3414,                 Volvo V90  D3 Momentum Aut.             ,24.949, Diesel, 150 cv,                 99.950               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-volvo-v90-d3-momentum-aut-150-en-madrid.htm?id=6778312,V90,Volvo
3415,                 Bmw X5  xDrive 40e             ,33.849, Híbrido, 313 cv,                 112.000               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x5-xdrive-40e-en-madrid.htm?id=6778310,X5,Bmw
3416,                 Opel Mokka  1.2T S&S GS Line             ,18.7, Gasolina, 130 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-gs-line-130-en-cadiz.htm?id=6778084,Mokka,Opel
3417,                 Opel Mokka  1.2T S&S GS Line             ,18.3, Gasolina, 130 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-gs-line-130-en-cadiz.htm?id=6778082,Mokka,Opel
3418,                 Opel Mokka  1.2T S&S Edition             ,16.9, Gasolina, 100 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-edition-en-cadiz.htm?id=6778080,Mokka,Opel
3419,                 Opel Mokka  1.2T S&S Edition             ,14.95, Gasolina, 100 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-edition-en-cadiz.htm?id=6778078,Mokka,Opel
3420,                 Opel Mokka  1.2T S&S GS Line             ,17.9, Gasolina, 130 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-mokka-12t-s_s-gs-line-130-en-cadiz.htm?id=6778076,Mokka,Opel
3421,                 Opel Crossland  1.2 S&S GS Line 110             ,15.3, Gasolina, 110 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-crossland-12-s_s-gs-line-110-en-cadiz.htm?id=6778074,Crossland,Opel
3422,                 Opel Corsa  1.2 XEL S/S Edition             ,10.9, Gasolina, 75 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-corsa-12-xel-ss-edition-75-en-cadiz.htm?id=6778070,Corsa,Opel
3423,                 Opel Grandland  1.2T S&S GS Line             ,23.3, Gasolina, 130 cv,                 0               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-opel-grandland-12t-s_s-gs-line-aut-130-en-cadiz.htm?id=6778068,Grandland,Opel
3424,                 Opel Corsa -e Edition-e             ,17.89, Eléctrico, 136 cv,                 0               ,                  Sevilla             ,2022,https://www.coches.com/km0/seminuevo-opel-corsa--e-edition-e-en-sevilla.htm?id=6777996,Corsa,Opel
3425,                 Ford Puma  1.0 EcoBoost MHEV             ,19.6, Gasolina, 125 cv,                 1               ,                  Toledo             ,2022,https://www.coches.com/km0/seminuevo-ford-puma-10-ecoboost-mhev-titanium-desing-125-en-toledo.htm?id=6777872,Puma,Ford
3426,                 Seat Ibiza  1.0 TSI S&S FR 110             ,16.3, Gasolina, 110 cv,                 11.588               ,                  Barcelona             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-tsi-s_s-fr-110-en-barcelona.htm?id=6777622,Ibiza,Seat
3427,                 Peugeot 508  1.6e-HDI Blue Lion             ,7.95, Diesel, 112 cv,                 177.035               ,                  Madrid             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-16e-hdi-blue-lion-active-cmp-en-madrid.htm?id=6777554,508,Peugeot
3428,                 Audi A3  1.6TDI Genuine             ,7.45, Diesel, 105 cv,                 214.355               ,                  Madrid             ,2011,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-16tdi-genuine-edition-en-madrid.htm?id=6777480,A3,Audi
3429,                 Honda FR-V  2.0i VTEC Executive             ,6.2, Gasolina, 150 cv,                 126.823               ,                  Madrid             ,2005,https://www.coches.com/coches-segunda-mano/ocasion-honda-fr-v-20i-vtec-executive-en-madrid.htm?id=6777354,FR-V,Honda
3430,                 Mazda MX-30  e-Skyactiv Origin             ,21.617, Eléctrico, 143 cv,                 3.000               ,                  Valencia             ,2021,https://www.coches.com/km0/seminuevo-mazda-mx-30-e-skyactiv-origin-105kw-en-valencia.htm?id=6777346,MX-30,Mazda
3431,                 Opel Grandland  PHEV 1.6 Turbo             ,28.09, Híbrido, 225 cv,                 0               ,                  Sevilla             ,2022,https://www.coches.com/km0/seminuevo-opel-grandland-phev-16-turbo-business-edition-aut-4x2-225-en-sevilla.htm?id=6776956,Grandland,Opel
3432,                 Seat León  ST 2.0 TSI S&S             ,23.99, Gasolina, 300 cv,                 54.776               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-st-20-tsi-s_s-cupra-dsg-300-en-madrid.htm?id=6776880,León,Seat
3433,                 Audi A3  1.5 TFSI COD EVO             ,21.9, Gasolina, 150 cv,                 43.761               ,                  Granada             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-15-tfsi-cod-evo-110kw-en-granada.htm?id=6776878,A3,Audi
3434,                 Seat León  1.5 TGI GNC S&S             ,13.99, Gasolina, 130 cv,                 58.988               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tgi-gnc-s_s-style-130-en-madrid.htm?id=6776830,León,Seat
3435,                 Nissan Townstar  Furgón 1.3G             ,21.45, Gasolina, 130 cv,                 0               ,                  Vizcaya             ,2022,https://www.coches.com/km0/seminuevo-nissan-townstar-furgon-13g-profesional-l1-3pl-130-en-vizcaya.htm?id=6776650,Townstar,Nissan
3436,                 Volkswagen  Variant 2.0TDI             ,7.99, Diesel, 140 cv,                 179.100               ,                  Castellon             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-variant-20tdi-advance-bmt-en-castellon.htm?id=6776498,Variant,Volkswagen
3437,                 Bmw Serie 2 M235i Coupé             ,25.49, Gasolina, 326 cv,                 85.228               ,                  Illes Balears             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-m235i-coupe-en-illes+balears.htm?id=6775944,Serie2,Bmw
3438,                 Renault Captur  E-TECH Híbrido             ,22.9, Híbrido, 160 cv,                 13.500               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-renault-captur-e-tech-hibrido-enchufable-zen-117kw-en-madrid.htm?id=6775840,Captur,Renault
3439,                 Audi A3  1.6TDI 81kW             ,16.99, Diesel, 110 cv,                 85.000               ,                  Zaragoza             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-16tdi-81kw-en-zaragoza.htm?id=6775590,A3,Audi
3440,                 Audi A3  Sportback 40 TFSIe             ,31.89, Híbrido, 204 cv,                 21.336               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-40-tfsie-advanced-s-tronic-en-madrid.htm?id=6775436,A3,Audi
3441,                 Abarth 500 Abarth  1.4T-Jet             ,14.69, Gasolina, 135 cv,                 28.620               ,                  Madrid             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-abarth-500-abarth--14t-jet-en-madrid.htm?id=6775348,500,Abarth
3442,                 Audi A3  Sportback 2.0TDI             ,16.69, Diesel, 150 cv,                 92.392               ,                  Madrid             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-20tdi-110kw-en-madrid.htm?id=6775302,A3,Audi
3443,                 Toyota Land  3.0 D4-D GX             ,15.9, Diesel, 163 cv,                 251               ,                  Sevilla             ,2005,https://www.coches.com/coches-segunda-mano/ocasion-toyota-land+cruiser-30-d4-d-gx-en-sevilla.htm?id=6774716,Land,Toyota
3444,                 Hyundai i10  1.0 Tecno Plus Blue             ,8.0, Gasolina, 66 cv,                 57.961               ,                  Granada             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i10-10-tecno-plus-blue-en-granada.htm?id=6774710,i10,Hyundai
3445,                 Mercedes Clase E 290 TD Avantgarde             ,950.0, Diesel, 129 cv,                 527.000               ,                  Madrid             ,1999,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-290-td-avantgarde-en-madrid.htm?id=6774288,Clase,Mercedes
3446,                 Mercedes Clase C 280 Avantgarde 4M             ,5.88, Gasolina, 231 cv,                 285.680               ,                  Toledo             ,2007,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-280-avantgarde-4m-7g-en-toledo.htm?id=6774000,Clase,Mercedes
3447,                 Citroen C5  BlueHDi S&S Shine             ,24.9, Diesel, 176 cv,                 31.500               ,                  Asturias             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c5+aircross-bluehdi-s_s-shine-eat8-180-en-asturias.htm?id=6773858,C5,Citroen
