,version,precio,combustible,CV,km,lugar,año,link,modelo,marca
1959,                 Opel Corsa  1.4 Design Line 90             ,10.2, Gasolina, 90 cv,                 113.410               ,                  Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-14-design-line-90-en-sevilla.htm?id=6766479,Corsa,Opel
1960,                 Fiat Tipo  SW 1.6 Multijet II             ,14.39, Diesel, 120 cv,                 48.502               ,                  Madrid             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-fiat-tipo-sw-16-multijet-ii-lounge-en-madrid.htm?id=6750759,Tipo,Fiat
1961,                 Mercedes Clase C Estate 220d             ,22.99, Diesel, 170 cv,                 94.065               ,                  Sevilla             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-estate-220d-en-sevilla.htm?id=6750675,Clase,Mercedes
1962,                 Bmw Serie 2 216dA Active Tourer             ,21.9, Diesel, 116 cv,                 32.286               ,                  Malaga             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-216da-active-tourer-en-malaga.htm?id=6749871,Serie2,Bmw
1963,                 Audi A1  Sportback 1.6TDI             ,15.77, Diesel, 116 cv,                 73.000               ,                  Barcelona             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-16tdi-design-en-barcelona.htm?id=6747161,A1,Audi
1964,                 Bmw X1  sDrive 18d             ,24.5, Diesel, 150 cv,                 38.200               ,                  Navarra             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-sdrive-18d-en-navarra.htm?id=6745921,X1,Bmw
1965,                 Volkswagen Golf  2.0TDI Life 85kW             ,24.7, Diesel, 115 cv,                 23.000               ,                  Granada             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-20tdi-life-85kw-en-granada.htm?id=6745805,Golf,Volkswagen
1966,                 Opel Grandland  PHEV 1.6 Turbo             ,33.9, Híbrido, 300 cv,                 400               ,                  Valencia             ,2021,https://www.coches.com/km0/seminuevo-opel-grandland+x-phev-16-turbo-ultimate-at8-4x4-en-valencia.htm?id=6742967,Grandland,Opel
1967,                 Bmw Serie 1 120d xDrive Urban             ,14.99, Diesel, 184 cv,                 119.000               ,                  Vizcaya             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-120d-xdrive-urban-en-vizcaya.htm?id=6742395,Serie1,Bmw
1968,                 Seat Tarraco  2.0TDI S&S             ,33.2, Diesel, 150 cv,                 18.100               ,                  Cordoba             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-tarraco-20tdi-s_s-xcellence-dsg-7-150-en-cordoba.htm?id=6742327,Tarraco,Seat
1969,                 Opel Astra  1.2T S/S Business             ,18.2, Gasolina, 145 cv,                 400               ,                  Valencia             ,2021,https://www.coches.com/km0/seminuevo-opel-astra-12t-ss-business-elegance-145-en-valencia.htm?id=6742231,Astra,Opel
1970,                 Fiat Talento  Fg. 2.0 Mjt S&S Corto             ,19.449, Diesel, 120 cv,                 40.000               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-fiat-talento-fg-20-mjt-s_s-corto-12-88kw-en-madrid.htm?id=6741635,Talento,Fiat
1971,                 Opel Astra  1.6CDTi S/S Business             ,9.4, Diesel, 110 cv,                 93.025               ,                  Madrid             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-16cdti-ss-business-110-en-madrid.htm?id=6739579,Astra,Opel
1972,                 Bmw Serie 1 116dA             ,28.5, Diesel, 116 cv,                 15.100               ,                  Murcia             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+1-116da-en-murcia.htm?id=6736177,Serie1,Bmw
1973,                 Seat Ibiza  1.0 EcoTSI S&S Style             ,12.99, Gasolina, 95 cv,                 69.000               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-ecotsi-s_s-style-95-en-madrid.htm?id=6732978,Ibiza,Seat
1974,                 Honda Civic  1.0 VTEC Turbo S             ,19.49, Gasolina, 126 cv,                 41.018               ,                  Granada             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-honda-civic-10-vtec-turbo-s-en-granada.htm?id=6732140,Civic,Honda
1975,                 Ford Mondeo  2.0TDCI Trend             ,15.4, Diesel, 150 cv,                 119.434               ,                  Sevilla             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-ford-mondeo-20tdci-trend-powershift-150-en-sevilla.htm?id=6731350,Mondeo,Ford
1976,                 Hyundai Tucson  1.6CRDI 48V SLE             ,22.6, Diesel, 116 cv,                 44.708               ,                  Sevilla             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-tucson-16crdi-48v-sle-4x2-en-sevilla.htm?id=6731348,Tucson,Hyundai
1977,                 Nissan Qashqai  1.6dCi N-Connecta             ,17.45, Diesel, 130 cv,                 120.543               ,                  Sevilla             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-16dci-n-connecta-4x2-en-sevilla.htm?id=6729366,Qashqai,Nissan
1978,                 Kia Sportage  1.7CRDi VGT             ,17.99, Diesel, 115 cv,                 62.000               ,                  Sevilla             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-17crdi-vgt-eco-dynamics-business-4x2-en-sevilla.htm?id=6727906,Sportage,Kia
1979,                 Ford EcoSport  1.0 EcoBoost Active             ,19.6, Gasolina, 125 cv,                 5.000               ,                  Sevilla             ,2021,https://www.coches.com/km0/seminuevo-ford-ecosport-10-ecoboost-active-125-en-sevilla.htm?id=6726898,EcoSport,Ford
1980,                 Renault Mégane  1.3 TCe GPF Zen             ,17.9, Gasolina, 140 cv,                 93.320               ,                  Lleida             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-13-tce-gpf-zen-103kw-en-lleida.htm?id=6725624,Mégane,Renault
1981,                 Volkswagen  1.5 TSI Life             ,29.8, Gasolina, 150 cv,                 0               ,                  Madrid             ,2022,https://www.coches.com/km0/seminuevo-volkswagen-t-roc-15-tsi-life-en-madrid.htm?id=6723204,1.5,Volkswagen
1982,                 Opel Insignia  ST 1.6CDTI S&S             ,9.29, Diesel, 120 cv,                 141.318               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-st-16cdti-s_s-selective-120-en-madrid.htm?id=6722350,Insignia,Opel
1983,                 Ford Transit FT 220 Kombi S&S B.             ,17.01, Diesel, 119 cv,                 83.269               ,                  Valencia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-ford-transit+connect+m1-ft-220-kombi-s_s-b-corta-l1-trend-120-en-valencia.htm?id=6721322,Transit,Ford
1984,                 Opel Insignia  1.6CDTI S&S             ,12.45, Diesel, 120 cv,                 90.000               ,                  Madrid             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-16cdti-s_s-business-120-en-madrid.htm?id=6718928,Insignia,Opel
1985,                 Nissan NV250  Furgón 1.5dCi Óptima             ,15.985, Diesel, 95 cv,                 7.802               ,                  Barcelona             ,2021,https://www.coches.com/km0/seminuevo-nissan-nv250-furgon-15dci-optima-l1h1-2pl-95-en-barcelona.htm?id=6717948,NV250,Nissan
1986,                 Bmw X3  xDrive 20dA             ,27.49, Diesel, 190 cv,                 159.000               ,                  Almeria             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-bmw-x3-xdrive-20da-en-almeria.htm?id=6716250,X3,Bmw
1987,                 Ford Focus  1.0 Ecoboost ST Line             ,16.5, Gasolina, 124 cv,                 51.456               ,                  Alicante             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-10-ecoboost-st-line-125-en-alicante.htm?id=6715652,Focus,Ford
1988,                 Fiat 500  1.2 Pop             ,8.25, Gasolina, 69 cv,                 81.839               ,                  Sevilla             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-pop-en-sevilla.htm?id=6715394,500,Fiat
1989,                 Toyota Avensis  150D Advance             ,15.9, Diesel, 143 cv,                 84.959               ,                  Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-toyota-avensis-150d-advance-en-sevilla.htm?id=6715336,Avensis,Toyota
1990,                 Jaguar XE  2.0 Diesel R-Sport             ,16.2, Diesel, 180 cv,                 205.043               ,"                  Coruña, A             ",2016,https://www.coches.com/coches-segunda-mano/ocasion-jaguar-xe-20-diesel-r-sport-aut-180-en-coruna+a.htm?id=6715228,XE,Jaguar
1991,                 Ford Focus  2.3 Ecoboost ST 3             ,30.0, Gasolina, 280 cv,                 21.081               ,"                  Coruña, A             ",2020,https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-23-ecoboost-st-3-en-coruna+a.htm?id=6715224,Focus,Ford
1992,                 Kia Rio  1.2 CVVT Emotion             ,8.5, Gasolina, 84 cv,                 108.970               ,                  Sevilla             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-kia-rio-12-cvvt-emotion-en-sevilla.htm?id=6709748,Rio,Kia
1993,                 Nissan X-Trail  1.6 dCi Acenta 4x4-i             ,20.0, Diesel, 130 cv,                 69.000               ,                  Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-acenta-4x4-i-en-sevilla.htm?id=6709666,X-Trail,Nissan
1994,                 Seat Ibiza  1.6TDI CR Style 105             ,8.99, Diesel, 105 cv,                 117.000               ,                  Guipuzcoa             ,2014,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-16tdi-cr-style-105-en-guipuzcoa.htm?id=6704666,Ibiza,Seat
1995,                 Volkswagen Golf  Plus 1.6TDI Advance             ,10.25, Diesel, 105 cv,                 163.384               ,                  Sevilla             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-plus-16tdi-advance-bmt-en-sevilla.htm?id=6699968,Golf,Volkswagen
1996,                 Seat Arona  1.0 TSI S&S FR 110             ,18.3, Gasolina, 110 cv,                 17.019               ,                  Salamanca             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-arona-10-tsi-s_s-fr-110-en-salamanca.htm?id=6699794,Arona,Seat
1997,                 Ford Mustang  AWD Rango             ,62.6, Eléctrico, 351 cv,                 8.243               ,                  Valencia             ,2021,https://www.coches.com/km0/seminuevo-ford-mustang+mach-e-awd-rango-extendido-en-valencia.htm?id=6699564,Mustang,Ford
1998,                 Hyundai Kona  1.0 TGDI Klass 4x2             ,17.9, Gasolina, 120 cv,                 56.100               ,"                  Palmas, Las             ",2018,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-kona-10-tgdi-klass-4x2-en-palmas+las.htm?id=6699324,Kona,Hyundai
1999,                 Renault Fluence  1.6 16v Dynamique             ,8.87, Gasolina, 110 cv,                 19.000               ,                  Barcelona             ,2010,https://www.coches.com/coches-segunda-mano/ocasion-renault-fluence-16-16v-dynamique-en-barcelona.htm?id=6696272,Fluence,Renault
2000,                 Nissan Juke  1.0 DIG-T             ,20.9, Gasolina, 117 cv,                 11.250               ,                  Asturias             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-nissan-juke-10-dig-t-n-connecta-4x2-dct-7-117-en-asturias.htm?id=6695032,Juke,Nissan
2001,                 Volkswagen Golf  1.6TDI Advance             ,17.3, Diesel, 115 cv,                 58.213               ,                  Alicante             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-advance-85kw-en-alicante.htm?id=6694700,Golf,Volkswagen
2002,                 Kia Sportage  1.6 MHEV Drive 4x2             ,24.5, Diesel, 136 cv,                 15.333               ,                  Alicante             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-kia-sportage-16-mhev-drive-4x2-136-en-alicante.htm?id=6691822,Sportage,Kia
2003,                 Hyundai Kona  2.0 TGDI N Sky DCT             ,32.9, Gasolina, 280 cv,                 2.035               ,                  Alicante             ,2021,https://www.coches.com/km0/seminuevo-hyundai-kona-20-tgdi-n-sky-dct-en-alicante.htm?id=6691814,Kona,Hyundai
2004,                 Suzuki Vitara  1.6 GLE             ,16.45, Gasolina, 120 cv,                 41.479               ,                  Sevilla             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-suzuki-vitara-16-gle-en-sevilla.htm?id=6691366,Vitara,Suzuki
2005,                 Fiat 500  1.2 by Gucci             ,9.5, Gasolina, 69 cv,                 89.000               ,                  Valencia             ,2013,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-by-gucci-en-valencia.htm?id=6691004,500,Fiat
2006,                 Seat Ateca  1.5 EcoTSI S&S Style             ,25.985, Gasolina, 150 cv,                 507               ,                  Barcelona             ,2021,https://www.coches.com/km0/seminuevo-seat-ateca-15-ecotsi-s_s-style-go-dsg-en-barcelona.htm?id=6689834,Ateca,Seat
2007,                 Peugeot 208  1.4HDi Business Line             ,6.8, Diesel, 68 cv,                 174.375               ,                  Barcelona             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-14hdi-business-line-en-barcelona.htm?id=6688994,208,Peugeot
2008,                 Ford Kuga  1.5 EcoB. Auto S&S             ,17.5, Gasolina, 120 cv,                 48.000               ,                  Barcelona             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-15-ecob-auto-s_s-trend-4x2-120-en-barcelona.htm?id=6688242,Kuga,Ford
2009,                 Mercedes Clase SLK 350             ,14.6, Gasolina, 272 cv,                 134.296               ,"                  Palmas, Las             ",2005,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+slk-slk-350-en-palmas+las.htm?id=6685658,Clase,Mercedes
2010,                 Audi A3  Sedán 2.0TDI 110kW             ,19.26, Diesel, 150 cv,                 94.000               ,                  Badajoz             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sedan-20tdi-110kw-en-badajoz.htm?id=6685432,A3,Audi
2011,                 Opel Corsa  1.5D DT S/S GS-Line             ,17.5, Diesel, 102 cv,                 5.911               ,                  Barcelona             ,2021,https://www.coches.com/km0/seminuevo-opel-corsa-15d-dt-ss-gs-line-100-en-barcelona.htm?id=6681596,Corsa,Opel
2012,                 Land Rover  2.0eD4 Pure 4x2 150             ,33.99, Diesel, 150 cv,                 48.523               ,                  Sevilla             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-discovery+sport-20ed4-pure-4x2-150-en-sevilla.htm?id=6675584,Rover,Land
2013,                 Ford EcoSport  1.0 EcoBoost ST Line             ,17.49, Gasolina, 125 cv,                 55.695               ,                  Sevilla             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-ford-ecosport-10-ecoboost-st-line-125-en-sevilla.htm?id=6675572,EcoSport,Ford
2014,                 Citroen C3  1.2 PureTech S&S             ,14.99, Gasolina, 83 cv,                 5               ,                  Cadiz             ,2022,https://www.coches.com/km0/seminuevo-citroen-c3-12-puretech-s_s-feel-pack-83-en-cadiz.htm?id=6675562,C3,Citroen
2015,                 Citroen C3  Puretech S&S             ,16.99, Gasolina, 110 cv,                 32.054               ,                  Cadiz             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-citroen-c3+aircross-puretech-s_s-c-series-110-en-cadiz.htm?id=6675560,C3,Citroen
2016,                 Seat León  ST 1.5 eTSI S&S FR             ,26.39, Gasolina, 150 cv,                 8.286               ,                  Madrid             ,2021,https://www.coches.com/km0/seminuevo-seat-leon-st-15-etsi-s_s-fr-dsg-7-150-en-madrid.htm?id=6674938,León,Seat
2017,                 Mini Mini  One             ,19.9, Gasolina, 102 cv,                 22.115               ,                  Alicante             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-en-alicante.htm?id=6670706,Mini,Mini
2018,                 Peugeot 2008  1.6 BlueHDI Style 100             ,13.9, Diesel, 100 cv,                 81.977               ,                  Madrid             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-2008-16-bluehdi-style-100-en-madrid.htm?id=6668104,2008,Peugeot
2019,                 Nissan Qashqai  1.3 DIG-T Acenta 4x2             ,20.5, Gasolina, 140 cv,                 45.500               ,                  Lleida             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-13-dig-t-acenta-4x2-103kw-en-lleida.htm?id=6666700,Qashqai,Nissan
2020,                 Citroen C3  1.5BlueHDi S&S Feel             ,15.5, Diesel, 100 cv,                 10               ,                  Madrid             ,2022,https://www.coches.com/km0/seminuevo-citroen-c3-15bluehdi-s_s-feel-100-en-madrid.htm?id=6665614,C3,Citroen
2021,                 Toyota Yaris  125 S-Edition             ,15.2, Gasolina, 125 cv,                 7.797               ,                  Cadiz             ,2021,https://www.coches.com/km0/seminuevo-toyota-yaris-125-s-edition-en-cadiz.htm?id=6664450,Yaris,Toyota
2022,                 Toyota Yaris  125 S-Edition             ,15.4, Gasolina, 125 cv,                 13.294               ,                  Cadiz             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-125-s-edition-en-cadiz.htm?id=6664382,Yaris,Toyota
2023,                 Peugeot 308  1.2 PureTech S&S             ,14.2, Gasolina, 130 cv,                 81.460               ,                  Alicante             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-12-puretech-s_s-style-130-en-alicante.htm?id=6660588,308,Peugeot
2024,                 Opel Crossland  1.2 S&S GS Line 110             ,19.4, Gasolina, 110 cv,                 10               ,                  Valencia             ,2022,https://www.coches.com/km0/seminuevo-opel-crossland-12-s_s-gs-line-110-en-valencia.htm?id=6659720,Crossland,Opel
2025,                 Fiat 500X  1.3Mjt S&S Urban 4x2             ,16.39, Diesel, 95 cv,                 54.597               ,                  Castellon             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500x-13mjt-s_s-urban-4x2-en-castellon.htm?id=6658260,500X,Fiat
2026,                 Seat León  1.0 TSI S&S Style 110             ,22.3, Gasolina, 110 cv,                 13.000               ,                  Murcia             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-10-tsi-s_s-style-110-en-murcia.htm?id=6657482,León,Seat
2027,                 Renault Mégane  1.5dCi Blue Zen             ,18.9, Diesel, 115 cv,                 27.599               ,                  Murcia             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-15dci-blue-zen-85kw-en-murcia.htm?id=6656396,Mégane,Renault
2028,                 Seat León  1.5 TSI S&S FR 150             ,22.99, Gasolina, 150 cv,                 19.587               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tsi-s_s-fr-150-en-madrid.htm?id=6656238,León,Seat
2029,                 Honda CR-V  2.0 i-MMD Lifestyle             ,29.95, Híbrido, 184 cv,                 31.000               ,                  Murcia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-honda-cr-v-20-i-mmd-lifestyle-4x4-en-murcia.htm?id=6656078,CR-V,Honda
2030,                 Mg ZS  1.0 T-GDI Luxury             ,19.5, Gasolina, 111 cv,                 0               ,                  Valladolid             ,2022,https://www.coches.com/km0/seminuevo-mg-zs-10-t-gdi-luxury-82kw-en-valladolid.htm?id=6655036,ZS,Mg
2031,                 Seat León  1.5 TSI S&S FR 150             ,22.99, Gasolina, 150 cv,                 19.815               ,                  Madrid             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-tsi-s_s-fr-150-en-madrid.htm?id=6654544,León,Seat
2032,                 Seat León  1.5 EcoTSI S&S Style             ,15.99, Gasolina, 130 cv,                 30.584               ,                  Madrid             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon-15-ecotsi-s_s-style-130-en-madrid.htm?id=6654522,León,Seat
2033,                 Opel Crossland  1.2 S&S GS Line 110             ,19.4, Gasolina, 110 cv,                 10               ,                  Valencia             ,2022,https://www.coches.com/km0/seminuevo-opel-crossland-12-s_s-gs-line-110-en-valencia.htm?id=6654030,Crossland,Opel
2034,                 Mercedes Clase A 250e 8G-DCT             ,43.195, Híbrido, 218 cv,                 0               ,                  Madrid             ,2022,https://www.coches.com/km0/seminuevo-mercedes-clase+a-a-250e-8g-dct-en-madrid.htm?id=6653650,Clase,Mercedes
2035,                 Mitsubishi Space  120 MPI Kaiteki             ,12.3, Gasolina, 71 cv,                 6               ,                  Madrid             ,2022,https://www.coches.com/km0/seminuevo-mitsubishi-space+star-120-mpi-kaiteki-en-madrid.htm?id=6653556,Space,Mitsubishi
2036,                 Toyota Auris  hybrid 140H Feel!             ,17.3, Híbrido, 136 cv,                 61.903               ,                  Valencia             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-toyota-auris-hybrid-140h-feel-edition-en-valencia.htm?id=6652736,Auris,Toyota
2037,                 Toyota Hilux  2.5D-4D Cabina             ,20.995, Diesel, 144 cv,                 89.900               ,"                  Palmas, Las             ",2015,https://www.coches.com/coches-segunda-mano/ocasion-toyota-hilux-25d-4d-cabina-doble-gx-4x4-en-palmas+las.htm?id=6651658,Hilux,Toyota
2038,                 Kia Niro  1.6 HEV Emotion             ,24.6, Híbrido, 141 cv,                 0               ,                  Valladolid             ,2022,https://www.coches.com/km0/seminuevo-kia-niro-16-hev-emotion-en-valladolid.htm?id=6649422,Niro,Kia
2039,                 Peugeot 3008  1.2 PureTech S&S             ,26.3, Gasolina, 130 cv,                 0               ,                  Valladolid             ,2022,https://www.coches.com/km0/seminuevo-peugeot-3008-12-puretech-s_s-allure-130-en-valladolid.htm?id=6647286,3008,Peugeot
2040,                 Seat León  1.6TDI CR S&S             ,14.99, Diesel, 110 cv,                 120.000               ,                  Guipuzcoa             ,2015,https://www.coches.com/coches-segunda-mano/ocasion-seat-leon+x-perience-16tdi-cr-s_s-4drive-en-guipuzcoa.htm?id=6647230,León,Seat
2041,                 Nissan Navara  2.3dCi Doble Cabina             ,25.9, Diesel, 161 cv,                 51.500               ,"                  Coruña, A             ",2018,https://www.coches.com/coches-segunda-mano/ocasion-nissan-navara-23dci-doble-cabina-tekna-en-coruna+a.htm?id=6644470,Navara,Nissan
2042,                 Ford Transit  Kombi Tr. Trasera             ,24.0, Diesel, 125 cv,                 194.689               ,"                  Coruña, A             ",2015,https://www.coches.com/coches-segunda-mano/ocasion-ford-transit-kombi-tr-trasera-trend-125-en-coruna+a.htm?id=6643764,Transit,Ford
2043,                 Hyundai Tucson  1.6 TGDI 48V Maxx             ,32.9, Gasolina, 150 cv,                 38               ,                  Alicante             ,2021,https://www.coches.com/km0/seminuevo-hyundai-tucson-16-tgdi-48v-maxx-4x2-en-alicante.htm?id=6640684,Tucson,Hyundai
2044,                 Mercedes Clase B 180CDI BE 01R 952             ,14.99, Diesel, 109 cv,                 89.999               ,                  Vizcaya             ,2012,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+b-b-180cdi-be-01r-952-475-en-vizcaya.htm?id=6640236,Clase,Mercedes
2045,                 Kia Ceed  1.0 T-GDI             ,17.5, Gasolina, 120 cv,                 7.000               ,                  Tarragona             ,2021,https://www.coches.com/km0/seminuevo-kia-ceed-10-t-gdi-eco-dynamics-drive-120-en-tarragona.htm?id=6638438,Ceed,Kia
2046,                 Volkswagen Golf  1.6TDI CR BMT             ,13.5, Diesel, 110 cv,                 105.300               ,                  Sevilla             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-edition-110-en-sevilla.htm?id=6635850,Golf,Volkswagen
2047,                 Honda HR-V  1.5 i-VTEC Elegance             ,20.5, Gasolina, 130 cv,                 29.300               ,                  Granada             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-honda-hr-v-15-i-vtec-elegance-en-granada.htm?id=6631168,HR-V,Honda
2048,                 Ford Kuga  2.0 EcoBlue MEHV             ,32.15, Diesel, 150 cv,                 10.351               ,                  Valencia             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-20-ecoblue-mehv-st-line-x-fwd-150-en-valencia.htm?id=6630580,Kuga,Ford
2049,                 Ford S-Max  2.0TDCi Trend 150             ,23.9, Diesel, 150 cv,                 63.730               ,                  Cordoba             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-20tdci-trend-150-en-cordoba.htm?id=6629786,S-Max,Ford
2050,                 Ford Kuga  1.5 EcoBoost             ,20.9, Gasolina, 120 cv,                 55.590               ,                  Cordoba             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-ford-kuga-15-ecoboost-titanium-fwd-120-en-cordoba.htm?id=6629772,Kuga,Ford
2051,                 Hyundai Kona  HEV 1.6 GDI DT SLE             ,22.0, Híbrido, 141 cv,                 24.000               ,                  Sevilla             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-kona-hev-16-gdi-dt-sle-en-sevilla.htm?id=6628042,Kona,Hyundai
2052,                 Peugeot 208  1.2 PureTech S&S             ,12.49, Gasolina, 110 cv,                 53.495               ,                  Valencia             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-12-puretech-s_s-allure-110-en-valencia.htm?id=6623580,208,Peugeot
2053,                 Bmw Serie 3 320dA             ,40.9, Diesel, 190 cv,                 68.254               ,                  Murcia             ,2019,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320da-en-murcia.htm?id=6619700,Serie3,Bmw
2054,                 Hyundai Kona  HEV 1.6 GDI DT             ,20.9, Híbrido, 141 cv,                 15.400               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-kona-hev-16-gdi-dt-maxx-en-madrid.htm?id=6616460,Kona,Hyundai
2055,                 Ford Focus  1.0 Ecoboost MHEV             ,23.85, Gasolina, 155 cv,                 5.000               ,                  Valencia             ,2021,https://www.coches.com/km0/seminuevo-ford-focus-10-ecoboost-mhev-st-line-x-155-en-valencia.htm?id=6616274,Focus,Ford
2056,                 Seat Ibiza  1.0 TSI S&S Style 110             ,14.99, Gasolina, 110 cv,                 17.000               ,                  Madrid             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-tsi-s_s-style-110-en-madrid.htm?id=6616200,Ibiza,Seat
2057,                 Opel Insignia  1.6CDTI S&S             ,11.7, Diesel, 120 cv,                 167.500               ,                  Huelva             ,2016,https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-16cdti-s_s-business-120-en-huelva.htm?id=6610822,Insignia,Opel
2058,                 Peugeot 308  SW 1.2 PureTech             ,15.99, Gasolina, 130 cv,                 48.874               ,                  Cordoba             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-peugeot-308-sw-12-puretech-s_s-gt-130-en-cordoba.htm?id=6605573,308,Peugeot
2059,                 Kia Rio  1.0 T-GDi MHEV iMT             ,13.49, Gasolina, 100 cv,                 9.839               ,                  Valencia             ,2021,https://www.coches.com/km0/seminuevo-kia-rio-10-t-gdi-mhev-imt-concept-100-en-valencia.htm?id=6603711,Rio,Kia
2060,                 Ford Fiesta  1.1 Ti-VCT Trend             ,14.9, Gasolina, 75 cv,                 10.957               ,                  Sevilla             ,2021,https://www.coches.com/coches-segunda-mano/ocasion-ford-fiesta-11-ti-vct-trend-en-sevilla.htm?id=6602079,Fiesta,Ford
2061,                 Seat Ibiza  1.0 S&S Full Connect             ,9.4, Gasolina, 75 cv,                 64.188               ,                  Sevilla             ,2017,https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-10-s_s-full-connect-75-en-sevilla.htm?id=6595063,Ibiza,Seat
2062,                 Fiat 500  1.2 Lounge             ,14.95, Gasolina, 69 cv,                 21.910               ,                  Valencia             ,2020,https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-lounge-en-valencia.htm?id=6595017,500,Fiat
2063,                 Kia Niro  1.6 HEV Drive             ,17.5, Híbrido, 141 cv,                 39.000               ,                  Tarragona             ,2018,https://www.coches.com/coches-segunda-mano/ocasion-kia-niro-16-hev-drive-en-tarragona.htm?id=6592791,Niro,Kia
